,Year,Film,Nominees,FilmLink,Won,Unnamed: 3
472,1990 (63rd),The Hunt for Red October,Cecelia Hall and George Watters II,/wiki/The_Hunt_for_Red_October_(film),True,
473,1990 (63rd),Flatliners,Charles L. Campbell and Richard C. Franklin,/wiki/Flatliners,False,
474,1990 (63rd),Total Recall,Stephen Hunter Flick,/wiki/Total_Recall_(1990_film),False,
475,1991 (64th),Best Sound,Best Sound,,False,Best Sound
476,1991 (64th),Terminator 2: Judgment Day,"Tom Johnson, Gary Rydstrom, Gary Summers and Lee Orloff",/wiki/Terminator_2:_Judgment_Day,True,
477,1991 (64th),Backdraft,"Gary Summers, Randy Thom, Gary Rydstrom and Glenn Williams",/wiki/Backdraft_(film),False,
478,1991 (64th),Beauty and the Beast,"Terry Porter, Mel Metcalfe, David J. Hudson and Doc Kane",/wiki/Beauty_and_the_Beast_(1991_film),False,
479,1991 (64th),JFK,"Michael Minkler, Gregg Landaker and Tod A. Maitland",/wiki/JFK_(film),False,
480,1991 (64th),The Silence of the Lambs,Tom Fleischman and Christopher Newman,/wiki/The_Silence_of_the_Lambs_(film),False,
481,1991 (64th),Best Sound Effects Editing,Best Sound Effects Editing,,False,Best Sound Effects Editing
482,1991 (64th),Terminator 2: Judgment Day,Gary Rydstrom and Gloria Borders,/wiki/Terminator_2:_Judgment_Day,True,
483,1991 (64th),Backdraft,Gary Rydstrom and Richard Hymns,/wiki/Backdraft_(film),False,
484,1991 (64th),Star Trek VI: The Undiscovered Country,George Watters II and F. Hudson Miller,/wiki/Star_Trek_VI:_The_Undiscovered_Country,False,
485,1992 (65th),Best Sound,Best Sound,,False,Best Sound
486,1992 (65th),The Last of the Mohicans,"Chris Jenkins, Doug Hemphill, Mark Smith and Simon Kaye",/wiki/The_Last_of_the_Mohicans_(1992_film),True,
487,1992 (65th),Aladdin,"Terry Porter, Mel Metcalfe, David J. Hudson and Doc Kane",/wiki/Aladdin_(1992_Disney_film),False,
488,1992 (65th),A Few Good Men,"Kevin O'Connell, Rick Kline and Robert Eber",/wiki/A_Few_Good_Men,False,
489,1992 (65th),Under Siege,"Donald O. Mitchell, Frank A. Montaño, Rick Hart and Scott D. Smith",/wiki/Under_Siege,False,
490,1992 (65th),Unforgiven,"Les Fresholtz, Vern Poore, Dick Alexander and Rob Young",/wiki/Unforgiven,False,
491,1992 (65th),Best Sound Effects Editing,Best Sound Effects Editing,,False,Best Sound Effects Editing
492,1992 (65th),Bram Stoker's Dracula,Tom McCarthy and David Stone,/wiki/Bram_Stoker%27s_Dracula_(1992_film),True,
493,1992 (65th),Aladdin,Mark Mangini,/wiki/Aladdin_(1992_Disney_film),False,
494,1992 (65th),Under Siege,John Leveque and Bruce Stambler,/wiki/Under_Siege,False,
495,1993 (66th),Best Sound,Best Sound,,False,Best Sound
496,1993 (66th),Jurassic Park,"Gary Summers, Gary Rydstrom, Shawn Murphy and Ron Judkins",/wiki/Jurassic_Park_(film),True,
497,1993 (66th),Cliffhanger,"Michael Minkler, Bob Beemer and Tim Cooney",/wiki/Cliffhanger_(film),False,
498,1993 (66th),The Fugitive,"Donald O. Mitchell, Michael Herbick, Frank A. Montaño and Scott D. Smith",/wiki/The_Fugitive_(1993_film),False,
499,1993 (66th),Geronimo: An American Legend,"Chris Carpenter, Doug Hemphill, Bill W. Benton and Lee Orloff",/wiki/Geronimo:_An_American_Legend,False,
500,1993 (66th),Schindler's List,"Andy Nelson, Steve Pederson, Scott Millan and Ron Judkins",/wiki/Schindler%27s_List,False,
501,1993 (66th),Best Sound Effects Editing,Best Sound Effects Editing,,False,Best Sound Effects Editing
502,1993 (66th),Jurassic Park,Gary Rydstrom and Richard Hymns,/wiki/Jurassic_Park_(film),True,
503,1993 (66th),Cliffhanger,Wylie Stateman and Gregg Baxter,/wiki/Cliffhanger_(film),False,
504,1993 (66th),The Fugitive,John Leveque and Bruce Stambler,/wiki/The_Fugitive_(1993_film),False,
505,1994 (67th),Best Sound,Best Sound,,False,Best Sound
506,1994 (67th),Speed,"Gregg Landaker, Steve Maslow, Bob Beemer and David MacMillan",/wiki/Speed_(1994_film),True,
507,1994 (67th),Clear and Present Danger,"Donald O. Mitchell, Michael Herbick, Frank A. Montaño and Art Rochester",/wiki/Clear_and_Present_Danger_(film),False,
508,1994 (67th),Forrest Gump,"Randy Thom, Tom Johnson, Dennis S. Sands and William B. Kaplan",/wiki/Forrest_Gump,False,
509,1994 (67th),Legends of the Fall,"Paul Massey, David E. Campbell, Chris David and Douglas Ganton",/wiki/Legends_of_the_Fall,False,
510,1994 (67th),The Shawshank Redemption,"Robert J. Litt, Elliot Tyson, Michael Herbick and Willie D. Burton",/wiki/The_Shawshank_Redemption,False,
511,1994 (67th),Best Sound Effects Editing,Best Sound Effects Editing,,False,Best Sound Effects Editing
512,1994 (67th),Speed,Stephen Hunter Flick,/wiki/Speed_(1994_film),True,
513,1994 (67th),Clear and Present Danger,Bruce Stambler and John Leveque,/wiki/Clear_and_Present_Danger_(film),False,
514,1994 (67th),Forrest Gump,Gloria Borders and Randy Thom,/wiki/Forrest_Gump,False,
515,1995 (68th),Best Sound,Best Sound,,False,Best Sound
516,1995 (68th),Apollo 13,"Rick Dior, Steve Pederson, Scott Millan and David MacMillan",/wiki/Apollo_13_(film),True,
517,1995 (68th),Batman Forever,"Donald O. Mitchell, Frank A. Montaño, Michael Herbick and Petur Hliddal",/wiki/Batman_Forever,False,
518,1995 (68th),Braveheart,"Andy Nelson, Scott Millan, Anna Behlmer and Brian Simmons",/wiki/Braveheart,True,
519,1995 (68th),Crimson Tide,"Kevin O'Connell, Rick Kline, Gregory H. Watkins and William B. Kaplan",/wiki/Crimson_Tide_(film),False,
520,1995 (68th),Waterworld,"Steve Maslow, Gregg Landaker and Keith A. Wester",/wiki/Waterworld,False,
521,1995 (68th),Best Sound Effects Editing,Best Sound Effects Editing,,False,Best Sound Effects Editing
522,1995 (68th),Braveheart,Lon Bender and Per Hallberg,/wiki/Braveheart,True,
523,1995 (68th),Batman Forever,John Leveque and Bruce Stambler,/wiki/Batman_Forever,False,
524,1995 (68th),Crimson Tide,George Watters II,/wiki/Crimson_Tide_(film),False,
525,1996 (69th),Best Sound,Best Sound,,False,Best Sound
526,1996 (69th),The English Patient,"Walter Murch, Mark Berger, David Parker and Chris Newman",/wiki/The_English_Patient_(film),True,
527,1996 (69th),Evita,"Andy Nelson, Anna Behlmer and Ken Weston",/wiki/Evita_(1996_film),False,
528,1996 (69th),Independence Day,"Chris Carpenter, Bill W. Benton, Bob Beemer and Jeff Wexler",/wiki/Independence_Day_(1996_film),False,
529,1996 (69th),The Rock,"Kevin O'Connell, Greg P. Russell and Keith A. Wester",/wiki/The_Rock_(film),False,
530,1996 (69th),Twister,"Steve Maslow, Gregg Landaker, Kevin O'Connell and Geoffrey Patterson",/wiki/Twister_(1996_film),False,
531,1996 (69th),Best Sound Effects Editing,Best Sound Effects Editing,,False,Best Sound Effects Editing
532,1996 (69th),The Ghost and the Darkness,Bruce Stambler,/wiki/The_Ghost_and_the_Darkness,True,
533,1996 (69th),Daylight,Richard Anderson and David A. Whittaker,/wiki/Daylight_(1996_film),False,
534,1996 (69th),Eraser,Alan Robert Murray and Bub Asman,/wiki/Eraser_(film),False,
535,1997 (70th),Best Sound,Best Sound,,False,Best Sound
536,1997 (70th),Titanic,"Gary Rydstrom, Tom Johnson, Gary Summers and Mark Ulano",/wiki/Titanic_(1997_film),True,
537,1997 (70th),Air Force One,"Paul Massey, Rick Kline, Doug Hemphill and Keith A. Wester",/wiki/Air_Force_One_(film),False,
538,1997 (70th),Con Air,"Kevin O'Connell, Greg P. Russell and Art Rochester",/wiki/Con_Air,False,
539,1997 (70th),Contact,"Randy Thom, Tom Johnson, Dennis S. Sands and William B. Kaplan",/wiki/Contact_(1997_American_film),False,
540,1997 (70th),L.A. Confidential,"Andy Nelson, Anna Behlmer and Kirk Francis",/wiki/L.A._Confidential_(film),False,
541,1997 (70th),Best Sound Effects Editing,Best Sound Effects Editing,,False,Best Sound Effects Editing
542,1997 (70th),Titanic,Tom Bellfort and Christopher Boyes,/wiki/Titanic_(1997_film),True,
543,1997 (70th),Face/Off,Mark Stoeckinger and Per Hallberg,/wiki/Face/Off,False,
544,1997 (70th),The Fifth Element,Mark Mangini,/wiki/The_Fifth_Element,False,
545,1998 (71st),Best Sound,Best Sound,,False,Best Sound
546,1998 (71st),Saving Private Ryan,"Gary Rydstrom, Gary Summers, Andy Nelson and Ron Judkins",/wiki/Saving_Private_Ryan,True,
547,1998 (71st),Armageddon,"Kevin O'Connell, Greg P. Russell and Keith A. Wester",/wiki/Armageddon_(1998_film),False,
548,1998 (71st),The Mask of Zorro,"Kevin O'Connell, Greg P. Russell and Pud Cusack",/wiki/The_Mask_of_Zorro,False,
549,1998 (71st),Shakespeare in Love,"Robin O'Donoghue, Dominic Lester and Peter Glossop",/wiki/Shakespeare_in_Love,False,
550,1998 (71st),The Thin Red Line,"Andy Nelson, Anna Behlmer and Paul Brincat",/wiki/The_Thin_Red_Line_(1998_film),False,
551,1998 (71st),Best Sound Effects Editing,Best Sound Effects Editing,,False,Best Sound Effects Editing
552,1998 (71st),Saving Private Ryan,Gary Rydstrom and Richard Hymns,/wiki/Saving_Private_Ryan,True,
553,1998 (71st),Armageddon,George Watters II,/wiki/Armageddon_(1998_film),False,
554,1998 (71st),The Mask of Zorro,David McMoyler,/wiki/The_Mask_of_Zorro,False,
555,1999 (72nd),Best Sound,Best Sound,,False,Best Sound
556,1999 (72nd),The Matrix,"John T. Reitz, Gregg Rudloff, David E. Campbell and David Lee",/wiki/The_Matrix,True,
557,1999 (72nd),The Green Mile,"Robert J. Litt, Elliot Tyson, Michael Herbick and Willie D. Burton",/wiki/The_Green_Mile_(film),False,
558,1999 (72nd),The Insider,"Andy Nelson, Doug Hemphill and Lee Orloff",/wiki/The_Insider_(film),False,
559,1999 (72nd),The Mummy,"Leslie Shatz, Chris Carpenter, Rick Kline and Chris Munro",/wiki/The_Mummy_(1999_film),False,
560,1999 (72nd),Star Wars: Episode I – The Phantom Menace,"Gary Rydstrom, Tom Johnson, Shawn Murphy and John Midgley",/wiki/Star_Wars:_Episode_I_%E2%80%93_The_Phantom_Menace,False,
561,1999 (72nd),Best Sound Effects Editing,Best Sound Effects Editing,,False,Best Sound Effects Editing
562,1999 (72nd),The Matrix,Dane Davis,/wiki/The_Matrix,True,
563,1999 (72nd),Fight Club,Ren Klyce and Richard Hymns,/wiki/Fight_Club,False,
564,1999 (72nd),Star Wars: Episode I – The Phantom Menace,Ben Burtt and Tom Bellfort,/wiki/Star_Wars:_Episode_I_%E2%80%93_The_Phantom_Menace,False,
565,2000 (73rd),Best Sound,Best Sound,,False,Best Sound
566,2000 (73rd),Gladiator,"Scott Millan, Bob Beemer and Ken Weston",/wiki/Gladiator_(2000_film),True,
567,2000 (73rd),Cast Away,"Randy Thom, Tom Johnson, Dennis S. Sands and William B. Kaplan",/wiki/Cast_Away,False,
568,2000 (73rd),The Patriot,"Kevin O'Connell, Greg P. Russell and Lee Orloff",/wiki/The_Patriot_(2000_film),False,
569,2000 (73rd),The Perfect Storm,"John T. Reitz, Gregg Rudloff, David E. Campbell and Keith A. Wester",/wiki/The_Perfect_Storm_(film),False,
570,2000 (73rd),U-571,"Steve Maslow, Gregg Landaker, Rick Kline and Ivan Sharrock",/wiki/U-571_(film),True,
571,2000 (73rd),Best Sound Editing,Best Sound Editing,,False,Best Sound Editing
572,2000 (73rd),U-571,Jon Johnson,/wiki/U-571_(film),True,
573,2000 (73rd),Space Cowboys,Bub Asman and Alan Robert Murray,/wiki/Space_Cowboys,False,
574,2001 (74th),Best Sound,Best Sound,,False,Best Sound
575,2001 (74th),Black Hawk Down,"Michael Minkler, Myron Nettinga and Chris Munro",/wiki/Black_Hawk_Down_(film),True,
576,2001 (74th),Amélie,"Vincent Arnardi, Guillaume Leriche and Jean Umansky",/wiki/Am%C3%A9lie,False,
577,2001 (74th),The Lord of the Rings: The Fellowship of the Ring,"Christopher Boyes, Michael Semanick, Gethin Creagh and Hammond Peek",/wiki/The_Lord_of_the_Rings:_The_Fellowship_of_the_Ring,False,
578,2001 (74th),Moulin Rouge!,"Andy Nelson, Anna Behlmer, Roger Savage and Guntis Sics",/wiki/Moulin_Rouge!,False,
579,2001 (74th),Pearl Harbor,"Kevin O'Connell, Greg P. Russell and Peter J. Devlin",/wiki/Pearl_Harbor_(film),True,
580,2001 (74th),Best Sound Editing,Best Sound Editing,,False,Best Sound Editing
581,2001 (74th),Pearl Harbor,George Watters II and Christopher Boyes,/wiki/Pearl_Harbor_(film),True,
582,2001 (74th),"Monsters, Inc.",Gary Rydstrom and Michael Silvers,"/wiki/Monsters,_Inc.",False,
583,2002 (75th),Best Sound,Best Sound,,False,Best Sound
584,2002 (75th),Chicago,"Michael Minkler, Dominick Tavella and David Lee",/wiki/Chicago_(2002_film),True,
585,2002 (75th),Gangs of New York,"Tom Fleischman, Eugene Gearty and Ivan Sharrock",/wiki/Gangs_of_New_York,False,
586,2002 (75th),The Lord of the Rings: The Two Towers,"Christopher Boyes, Michael Semanick, Michael Hedges and Hammond Peek",/wiki/The_Lord_of_the_Rings:_The_Two_Towers,True,
587,2002 (75th),Road to Perdition,"Scott Millan, Bob Beemer and John Pritchett",/wiki/Road_to_Perdition,False,
588,2002 (75th),Spider-Man,"Kevin O'Connell, Greg P. Russell and Ed Novick",/wiki/Spider-Man_(2002_film),False,
589,2002 (75th),Best Sound Editing,Best Sound Editing,,False,Best Sound Editing
590,2002 (75th),The Lord of the Rings: The Two Towers,Mike Hopkins and Ethan Van der Ryn,/wiki/The_Lord_of_the_Rings:_The_Two_Towers,True,
591,2002 (75th),Minority Report,Richard Hymns and Gary Rydstrom,/wiki/Minority_Report_(film),False,
592,2002 (75th),Road to Perdition,Scott Hecker,/wiki/Road_to_Perdition,False,
593,2003 (76th),Best Sound Mixing,Best Sound Mixing,,False,Best Sound Mixing
594,2003 (76th),The Lord of the Rings: The Return of the King,"Christopher Boyes, Michael Semanick, Michael Hedges and Hammond Peek",/wiki/The_Lord_of_the_Rings:_The_Return_of_the_King,True,
595,2003 (76th),The Last Samurai,"Andy Nelson, Anna Behlmer and Jeff Wexler",/wiki/The_Last_Samurai,False,
596,2003 (76th),Master and Commander: The Far Side of the World,"Paul Massey, Doug Hemphill and Art Rochester",/wiki/Master_and_Commander:_The_Far_Side_of_the_World,True,
597,2003 (76th),Pirates of the Caribbean: The Curse of the Black Pearl,"Christopher Boyes, David Parker, David E. Campbell and Lee Orloff",/wiki/Pirates_of_the_Caribbean:_The_Curse_of_the_Black_Pearl,False,
598,2003 (76th),Seabiscuit,"Andy Nelson, Anna Behlmer and Tod A. Maitland",/wiki/Seabiscuit_(film),False,
599,2003 (76th),Best Sound Editing,Best Sound Editing,,False,Best Sound Editing
600,2003 (76th),Master and Commander: The Far Side of the World,Richard King,/wiki/Master_and_Commander:_The_Far_Side_of_the_World,True,
601,2003 (76th),Finding Nemo,Gary Rydstrom and Michael Silvers,/wiki/Finding_Nemo,False,
602,2003 (76th),Pirates of the Caribbean: The Curse of the Black Pearl,Christopher Boyes and George Watters II,/wiki/Pirates_of_the_Caribbean:_The_Curse_of_the_Black_Pearl,False,
603,2004 (77th),Best Sound Mixing,Best Sound Mixing,,False,Best Sound Mixing
604,2004 (77th),Ray,"Scott Millan, Greg Orloff, Bob Beemer and Steve Cantamessa",/wiki/Ray_(film),True,
605,2004 (77th),The Aviator,Tom Fleischman and Petur Hliddal,/wiki/The_Aviator_(2004_film),False,
606,2004 (77th),The Incredibles,"Randy Thom, Gary Rizzo and Doc Kane",/wiki/The_Incredibles,True,
607,2004 (77th),The Polar Express,"Randy Thom, Tom Johnson, Dennis S. Sands and William B. Kaplan",/wiki/The_Polar_Express_(film),False,
608,2004 (77th),Spider-Man 2,"Kevin O'Connell, Greg P. Russell, Jeffrey J. Haboush and Joseph Geisinger",/wiki/Spider-Man_2,False,
609,2004 (77th),Best Sound Editing,Best Sound Editing,,False,Best Sound Editing
610,2004 (77th),The Incredibles,Michael Silvers and Randy Thom,/wiki/The_Incredibles,True,
611,2004 (77th),The Polar Express,Randy Thom and Dennis Leonard,/wiki/The_Polar_Express_(film),False,
612,2004 (77th),Spider-Man 2,Paul N. J. Ottosson,/wiki/Spider-Man_2,False,
613,2005 (78th),Best Sound Mixing,Best Sound Mixing,,False,Best Sound Mixing
614,2005 (78th),King Kong,"Christopher Boyes, Michael Semanick, Michael Hedges and Hammond Peek",/wiki/King_Kong_(2005_film),True,
615,2005 (78th),"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Terry Porter, Dean A. Zupancic and Tony Johnson","/wiki/The_Chronicles_of_Narnia:_The_Lion,_the_Witch_and_the_Wardrobe",False,
616,2005 (78th),Memoirs of a Geisha,"Kevin O'Connell, Greg P. Russell, Rick Kline and John Pritchett",/wiki/Memoirs_of_a_Geisha_(film),False,
617,2005 (78th),Walk the Line,"Paul Massey, Doug Hemphill and Peter Kurland",/wiki/Walk_the_Line,False,
618,2005 (78th),War of the Worlds,"Andy Nelson, Anna Behlmer and Ron Judkins",/wiki/War_of_the_Worlds_(2005_film),False,
619,2005 (78th),Best Sound Editing,Best Sound Editing,,False,Best Sound Editing
620,2005 (78th),King Kong,Mike Hopkins and Ethan Van der Ryn,/wiki/King_Kong_(2005_film),True,
621,2005 (78th),Memoirs of a Geisha,Wylie Stateman,/wiki/Memoirs_of_a_Geisha_(film),False,
622,2005 (78th),War of the Worlds,Richard King,/wiki/War_of_the_Worlds_(2005_film),False,
623,2006 (79th),Best Sound Mixing,Best Sound Mixing,,False,Best Sound Mixing
624,2006 (79th),Dreamgirls,"Michael Minkler, Bob Beemer and Willie D. Burton",/wiki/Dreamgirls_(film),True,
625,2006 (79th),Apocalypto,"Kevin O'Connell, Greg P. Russell and Fernando Cámara",/wiki/Apocalypto,False,
626,2006 (79th),Blood Diamond,"Andy Nelson, Anna Behlmer and Ivan Sharrock",/wiki/Blood_Diamond,False,
627,2006 (79th),Flags of Our Fathers,"John T. Reitz, David E. Campbell, Gregg Rudloff and Walt Martin",/wiki/Flags_of_Our_Fathers_(film),False,
628,2006 (79th),Pirates of the Caribbean: Dead Man's Chest,"Paul Massey, Christopher Boyes and Lee Orloff",/wiki/Pirates_of_the_Caribbean:_Dead_Man%27s_Chest,False,
629,2006 (79th),Best Sound Editing,Best Sound Editing,,False,Best Sound Editing
630,2006 (79th),Letters from Iwo Jima,Bub Asman and Alan Robert Murray,/wiki/Letters_from_Iwo_Jima,True,
631,2006 (79th),Apocalypto,Kami Asgar and Sean McCormack,/wiki/Apocalypto,False,
632,2006 (79th),Blood Diamond,Lon Bender,/wiki/Blood_Diamond,False,
633,2006 (79th),Flags of Our Fathers,Alan Robert Murray and Bub Asman,/wiki/Flags_of_Our_Fathers_(film),False,
634,2006 (79th),Pirates of the Caribbean: Dead Man's Chest,Christopher Boyes and George Watters II,/wiki/Pirates_of_the_Caribbean:_Dead_Man%27s_Chest,False,
635,2007 (80th),Best Sound Mixing,Best Sound Mixing,,False,Best Sound Mixing
636,2007 (80th),The Bourne Ultimatum,"Scott Millan, David Parker and Kirk Francis",/wiki/The_Bourne_Ultimatum_(film),True,
637,2007 (80th),No Country for Old Men,"Skip Lievsay, Craig Berkey, Greg Orloff and Peter Kurland",/wiki/No_Country_for_Old_Men,False,
638,2007 (80th),Ratatouille,"Randy Thom, Michael Semanick and Doc Kane",/wiki/Ratatouille_(film),False,
639,2007 (80th),3:10 to Yuma,"Paul Massey, David Giammarco and Jim Stuebe",/wiki/3:10_to_Yuma_(2007_film),False,
640,2007 (80th),Transformers,"Kevin O'Connell, Greg P. Russell and Peter J. Devlin",/wiki/Transformers_(film),False,
641,2007 (80th),Best Sound Editing,Best Sound Editing,,False,Best Sound Editing
642,2007 (80th),The Bourne Ultimatum,Karen Baker Landers and Per Hallberg,/wiki/The_Bourne_Ultimatum_(film),True,
643,2007 (80th),No Country for Old Men,Skip Lievsay,/wiki/No_Country_for_Old_Men,False,
644,2007 (80th),Ratatouille,Randy Thom and Michael Silvers,/wiki/Ratatouille_(film),False,
645,2007 (80th),There Will Be Blood,Christopher Scarabosio and Matthew Wood,/wiki/There_Will_Be_Blood,False,
646,2007 (80th),Transformers,Ethan Van der Ryn and Mike Hopkins,/wiki/Transformers_(film),False,
647,2008 (81st),Best Sound Mixing,Best Sound Mixing,,False,Best Sound Mixing
648,2008 (81st),Slumdog Millionaire,"Ian Tapp, Richard Pryke and Resul Pookutty",/wiki/Slumdog_Millionaire,True,
649,2008 (81st),The Curious Case of Benjamin Button,"David Parker, Michael Semanick, Ren Klyce and Mark Weingarten",/wiki/The_Curious_Case_of_Benjamin_Button_(film),False,
650,2008 (81st),The Dark Knight,"Lora Hirschberg, Gary Rizzo and Ed Novick",/wiki/The_Dark_Knight,True,
651,2008 (81st),WALL-E,"Tom Myers, Michael Semanick and Ben Burtt",/wiki/WALL-E,False,
652,2008 (81st),Wanted,"Chris Jenkins, Frank A. Montaño and Petr Forejt",/wiki/Wanted_(2008_film),False,
653,2008 (81st),Best Sound Editing,Best Sound Editing,,False,Best Sound Editing
654,2008 (81st),The Dark Knight,Richard King,/wiki/The_Dark_Knight,True,
655,2008 (81st),Iron Man,Frank E. Eulner and Christopher Boyes,/wiki/Iron_Man_(2008_film),False,
656,2008 (81st),Slumdog Millionaire,Tom Sayers and Glenn Freemantle,/wiki/Slumdog_Millionaire,True,
657,2008 (81st),WALL-E,Ben Burtt and Matthew Wood,/wiki/WALL-E,False,
658,2008 (81st),Wanted,Wylie Stateman,/wiki/Wanted_(2008_film),False,
659,2009 (82nd),Best Sound Mixing,Best Sound Mixing,,False,Best Sound Mixing
660,2009 (82nd),The Hurt Locker,Paul N. J. Ottosson and Ray Beckett,/wiki/The_Hurt_Locker,True,
661,2009 (82nd),Avatar,"Christopher Boyes, Gary Summers, Andy Nelson and Tony Johnson",/wiki/Avatar_(2009_film),False,
662,2009 (82nd),Inglourious Basterds,"Michael Minkler, Tony Lamberti and Mark Ulano",/wiki/Inglourious_Basterds,False,
663,2009 (82nd),Star Trek,"Anna Behlmer, Andy Nelson and Peter J. Devlin",/wiki/Star_Trek_(film),False,
664,2009 (82nd),Transformers: Revenge of the Fallen,"Greg P. Russell, Gary Summers and Geoffrey Patterson",/wiki/Transformers:_Revenge_of_the_Fallen,False,
665,2009 (82nd),Best Sound Editing,Best Sound Editing,,False,Best Sound Editing
666,2009 (82nd),The Hurt Locker,Paul N. J. Ottosson,/wiki/The_Hurt_Locker,True,
667,2009 (82nd),Avatar,Christopher Boyes and Gwendolyn Yates Whittle,/wiki/Avatar_(2009_film),False,
668,2009 (82nd),Inglourious Basterds,Wylie Stateman,/wiki/Inglourious_Basterds,False,
669,2009 (82nd),Star Trek,Mark Stoeckinger and Alan Rankin,/wiki/Star_Trek_(film),False,
670,2009 (82nd),Up,Michael Silvers and Tom Myers,/wiki/Up_(2009_film),False,
671,2010 (83rd),Best Sound Mixing,Best Sound Mixing,,False,Best Sound Mixing
672,2010 (83rd),Inception,"Lora Hirschberg, Gary Rizzo and Ed Novick",/wiki/Inception,True,
673,2010 (83rd),The King's Speech,"Paul Hamblin, Martin Jensen and John Midgley",/wiki/The_King%27s_Speech,False,
674,2010 (83rd),Salt,"Jeffrey J. Haboush, Greg P. Russell, Scott Millan and William Sarokin",/wiki/Salt_(2010_film),False,
675,2010 (83rd),The Social Network,"Ren Klyce, David Parker, Michael Semanick and Mark Weingarten",/wiki/The_Social_Network,False,
676,2010 (83rd),True Grit,"Skip Lievsay, Craig Berkey, Greg Orloff and Peter Kurland",/wiki/True_Grit_(2010_film),False,
677,2010 (83rd),Best Sound Editing,Best Sound Editing,,False,Best Sound Editing
678,2010 (83rd),Inception,Richard King,/wiki/Inception,True,
679,2010 (83rd),Toy Story 3,Tom Myers and Michael Silvers,/wiki/Toy_Story_3,False,
680,2010 (83rd),Tron: Legacy,Gwendolyn Yates Whittle and Addison Teague,/wiki/Tron:_Legacy,False,
681,2010 (83rd),True Grit,Skip Lievsay and Craig Berkey,/wiki/True_Grit_(2010_film),False,
682,2010 (83rd),Unstoppable,Mark P. Stoeckinger,/wiki/Unstoppable_(2010_film),False,
683,2011 (84th),Best Sound Mixing,Best Sound Mixing,,False,Best Sound Mixing
684,2011 (84th),Hugo,Tom Fleischman and John Midgley,/wiki/Hugo_(film),True,
685,2011 (84th),The Girl with the Dragon Tattoo,"David Parker, Michael Semanick, Ren Klyce and Bo Persson",/wiki/The_Girl_with_the_Dragon_Tattoo_(2011_film),False,
686,2011 (84th),Moneyball,"Deb Adair, Ron Bochar, Dave Giammarco and Ed Novick",/wiki/Moneyball_(film),False,
687,2011 (84th),Transformers: Dark of the Moon,"Greg P. Russell, Gary Summers, Jeffrey J. Haboush and Peter J. Devlin",/wiki/Transformers:_Dark_of_the_Moon,False,
688,2011 (84th),War Horse,"Gary Rydstrom, Andy Nelson, Tom Johnson and Stuart Wilson",/wiki/War_Horse_(film),False,
689,2011 (84th),Best Sound Editing,Best Sound Editing,,False,Best Sound Editing
690,2011 (84th),Hugo,Eugene Gearty and Philip Stockton,/wiki/Hugo_(film),True,
691,2011 (84th),Drive,Lon Bender and Victor Ray Ennis,/wiki/Drive_(2011_film),False,
692,2011 (84th),The Girl with the Dragon Tattoo,Ren Klyce,/wiki/The_Girl_with_the_Dragon_Tattoo_(2011_film),False,
693,2011 (84th),Transformers: Dark of the Moon,Erik Aadahl and Ethan Van der Ryn,/wiki/Transformers:_Dark_of_the_Moon,False,
694,2011 (84th),War Horse,Richard Hymns and Gary Rydstrom,/wiki/War_Horse_(film),False,
695,2012 (85th),Best Sound Mixing,Best Sound Mixing,,False,Best Sound Mixing
696,2012 (85th),Les Misérables,"Andy Nelson, Mark Paterson and Simon Hayes",/wiki/Les_Mis%C3%A9rables_(2012_film),True,
697,2012 (85th),Argo,"John Reitz, Gregg Rudloff and Jose Antonio Garcia",/wiki/Argo_(2012_film),False,
698,2012 (85th),Life of Pi,"Ron Bartlett, D.M. Hemphill and Drew Kunin",/wiki/Life_of_Pi_(film),False,
699,2012 (85th),Lincoln,"Andy Nelson, Gary Rydstrom and Ronald Judkins",/wiki/Lincoln_(film),False,
700,2012 (85th),Skyfall,"Scott Millan, Greg P. Russell and Stuart Wilson",/wiki/Skyfall,True,
701,2012 (85th),Best Sound Editing[note 3],Best Sound Editing[note 3],,False,Best Sound Editing[note 3]
702,2012 (85th),Skyfall (TIE),Per Hallberg and Karen Baker Landers,,False,
703,2012 (85th),Zero Dark Thirty (TIE),Paul N. J. Ottosson,,False,
704,2012 (85th),Argo,Erik Aadahl and Ethan Van der Ryn,/wiki/Argo_(2012_film),False,
705,2012 (85th),Django Unchained,Wylie Stateman,/wiki/Django_Unchained,False,
706,2012 (85th),Life of Pi,Eugene Gearty and Philip Stockton,/wiki/Life_of_Pi_(film),False,
707,2013 (86th),Best Sound Mixing,Best Sound Mixing,,False,Best Sound Mixing
708,2013 (86th),Gravity,"Skip Lievsay, Niv Adiri, Christopher Benstead and Chris Munro",/wiki/Gravity_(2013_film),True,
709,2013 (86th),Captain Phillips,"Chris Burdon, Mark Taylor, Mike Prestwood Smith and Chris Munro",/wiki/Captain_Phillips_(film),False,
710,2013 (86th),The Hobbit: The Desolation of Smaug,"Christopher Boyes, Michael Hedges, Michael Semanick and Tony Johnson",/wiki/The_Hobbit:_The_Desolation_of_Smaug,False,
711,2013 (86th),Inside Llewyn Davis,"Skip Lievsay, Greg Orloff and Peter Kurland",/wiki/Inside_Llewyn_Davis,False,
712,2013 (86th),Lone Survivor,"Andy Koyama, Beau Borders and David Brownlow",/wiki/Lone_Survivor,False,
